,Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Report_Status,Publication_Date,Total_Passengers,Fatal_Injuries_Rate,Uninjured_Rate
79999,20170603X23400,Accident,GAA17CA330,2017-06-03,"Williamson, GA",United States,GA2,ALEXANDER MEMORIAL,Non-Fatal,Substantial,N218DL,Boeing,B75N1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots aggressive and early forward stick application during the landing roll, which resulted in his failure to maintain pitch control and a subsequent nose-over.
",25-09-2020,1.0,0.0,1.0
80007,20170608X90705,Incident,ENG17IA027,2017-06-03,"Washington, DC",United States,IAD,WASHINGTON DULLES INTL,Non-Fatal,Minor,N765SW,Boeing,737-7H4,No,2.0,Turbo Fan,,0.0,0.0,0.0,67.0,Unk,,"The failure the control alternator gearshaft, which disconnected the accessory gearbox from the rest of the engine and resulted in an uncommanded in-flight shutdown of the left engine and subsequent flight diversion.  The control alternator gearshaft failed because of high cycle fatigue intergranular corrosion cracking.  Contributing to the failure of the control alternator gearshaft were additional manufacturing processing steps to address part non-conformances that reduced its high cycle fatigue capability and potential change in vibratory environment since the last shop visit.",25-09-2020,67.0,0.0,1.0
80025,20170607X22245,Incident,ENG17IA026,2017-06-07,"Tokyo, Japan",Japan,,,Non-Fatal,,N668US,Boeing,747-451,No,4.0,Turbo Fan,,0.0,0.0,0.0,326.0,Unk,,The PW4056 engine lost power due to the fatigue fracture of a 5th stage compressor blade.  The cause of the fatigue fracture could not be determined.,25-09-2020,326.0,0.0,1.0
80041,20170612X10422,Incident,ENG17IA028,2017-06-10,"Chicago, IL",United States,ORD,Chicago O'Hare Intl,Non-Fatal,Minor,N715SK,Bombardier,CL-600-2C10,No,2.0,Turbo Fan,,0.0,0.0,0.0,64.0,Unk,,"A Bombardier CRJ700 No. 1 engine failure caused by buckling of the combustion outer liner due to fatigue cracks. The liner buckling resulted in airflow disruption and reduced engine performance. The engine fuel control unit attempted to compensate for the decrease in engine performance by increasing the fuel flow rate. The combustion liner damage and increased fuel flow led to incomplete combustion of the fuel injected into the combustion chamber. Unconsumed fuel then ignited downstream of the combustion chamber (delayed ignition) and resulted in high pressure turbine thermal damage, and the eventual separation of a high pressure turbine 2nd stage nozzle vane segment. The separated vane segment subsequently caused low pressure turbine case burn through and catastrophic impact damage to the high and low pressure turbine stages.",25-09-2020,64.0,0.0,1.0
80054,20170615X11123,Incident,DCA17WA141,2017-06-13,"Jakarta, Indonesia",Indonesia,,,Non-Fatal,Minor,9M-MXH,Boeing,737,No,,,,0.0,0.0,0.0,67.0,,,,25-09-2020,67.0,0.0,1.0
80096,20170625X04604,Accident,DCA17LA145,2017-06-23,"Atlanta, GA",United States,ATL,Hartsfield - Jackson Atlanta I,Non-Fatal,Substantial,N315DN,Airbus,A321,No,2.0,Turbo Fan,,0.0,0.0,0.0,199.0,VMC,,"The first officer's improper landing flare, which resulted in a hard, bounced landing, and the flight crews improper bounced landing recovery procedures.",08-06-2021,199.0,0.0,1.0
80147,20170703X71412,Accident,DCA17CA147,2017-07-01,"Chicago, IL",United States,KORD,Chicago O'Hare International A,Non-Fatal,Minor,N991AU,Airbus,A321-231,No,2.0,Turbo Fan,,0.0,0.0,0.0,189.0,VMC,,"the A321 flight crew's incorrect evaluation of the clearance between the aircraft, leading to the inadvertent collision with the horizontal stabilizer of the CRJ200.  Contributing to the accident was traffic congestion that resulted in the CRJ200 having to stop prior to fully clearing the perpendicular taxiway.",25-09-2020,189.0,0.0,1.0
80148,20170720X54038,Accident,DCA17WA154,2017-07-01,"Fukushima, Japan",Japan,,,Non-Fatal,,N29968,Boeing,787-9,No,,,,0.0,0.0,1.0,261.0,,,,25-09-2020,262.0,0.0,0.9961832061068703
80153,20170703X11348,Accident,CEN17FA252,2017-07-02,"Perryville, MO",United States,,,Non-Fatal,Substantial,N238BK,Airbus,MBB-BK-117-B-2,No,2.0,Turbo Shaft,,0.0,5.0,0.0,0.0,VMC,,"Fuel starvation due to the pilots failure to turn on the fuel transfer pump switches during takeoff, which led to a total loss of engine power. Contributing to the accident was the pilot's improper decision to activate the annunciator panels dimming function during dusk, which prevented him from seeing the illuminated fuel transfer pump caution light indicating that the pumps were off and the illuminated caution lights for low fuel in the supply tanks.

",15-06-2021,5.0,0.0,0.0
80159,20170712X12448,Accident,DCA17LA182,2017-07-02,"Denver, CO",United States,,DEN,Non-Fatal,Substantial,N796SK,Bombardier,CL-600-2C10,No,2.0,Turbo Fan,,0.0,0.0,0.0,59.0,VMC,,,25-09-2020,59.0,0.0,1.0
80169,20170810X64739,Incident,DCA17WA170,2017-07-03,"Cali, Colombia",Colombia,,,Non-Fatal,,N742AV,Airbus,A320-214,No,2.0,,,0.0,0.0,0.0,156.0,,,,25-09-2020,156.0,0.0,1.0
80286,20170721X61556,Accident,DCA17CA155,2017-07-20,"Minneapolis, MN",United States,,,Non-Fatal,,N427YX,Embraer,ERJ170-200LR,No,2.0,Turbo Fan,,0.0,3.0,1.0,45.0,IMC,,An encounter with convective turbulence.,24-02-2021,49.0,0.0,0.9183673469387755
80374,20170814X24811,Accident,DCA17WA174,2017-08-01,"Singapore, Senegal",Senegal,,,Non-Fatal,,9V-SQN,Boeing,777,No,,,,0.0,3.0,3.0,213.0,,,,25-09-2020,219.0,0.0,0.9726027397260274
80382,20170810X12419,Incident,DCA17WA168,2017-08-01,"Tijuana, Mexico",Mexico,,,Non-Fatal,,N368AR,Boeing,737,No,2.0,,,0.0,0.0,0.0,146.0,,,,25-09-2020,146.0,0.0,1.0
80397,20170807X70934,Accident,ANC17CA041,2017-08-03,"Delta Junction, AK",United States,,,Non-Fatal,Substantial,N351SH,Airbus,AS350,No,1.0,Turbo Shaft,,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain clearance from a steel frame attached to a tracked drilling unit. Contributing to the accident was the pilots failure to visually identify the steel frame during the reconnaissance process. 
",25-09-2020,2.0,0.0,1.0
80413,20170813X71654,Accident,DCA17LA173,2017-08-05,"East Hampton, NY",United States,,,Non-Fatal,,N276AY,Airbus,330,No,2.0,Turbo Fan,,0.0,10.0,1.0,6.0,IMC,,an inadvertent encounter with convective turbulence.,25-09-2020,17.0,0.0,0.35294117647058826
80420,20170814X30056,Incident,DCA17WA175,2017-08-08,"Middlemount, Australia",Australia,,,Non-Fatal,,VH-JGB,Embraer,EMB135,No,2.0,,,0.0,0.0,0.0,26.0,,,,25-09-2020,26.0,0.0,1.0
80430,20170810X65552,Incident,DCA17WA171,2017-08-10,"Bacau, Romania",Romania,,,Non-Fatal,,YR-BAJ,Boeing,737,No,,,,0.0,0.0,0.0,164.0,,,,25-09-2020,164.0,0.0,1.0
80448,20170814X31931,Incident,DCA17WA176,2017-08-13,"London, United Kingdom",United Kingdom,,,Non-Fatal,,N1608,Boeing,767-332,No,2.0,Turbo Fan,,0.0,1.0,0.0,218.0,,,,25-09-2020,219.0,0.0,0.9954337899543378
80457,20170816X35104,Accident,DCA17CA181,2017-08-15,"Queens, NY",United States,JFK,JOHN F KENNEDY INTL,Non-Fatal,Substantial,N175AN,Boeing,757,No,2.0,Turbo Fan,,0.0,0.0,0.0,295.0,VMC,,the Delta B737 captain's failure to maintain proper clearance between his airplane and the stopped American B757.,25-09-2020,295.0,0.0,1.0
80466,20170819X80523,Accident,GAA17CA504,2017-08-18,"Centerville, TN",United States,GHM,CENTERVILLE MUNI,Non-Fatal,Substantial,N4859N,Boeing,E75,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instructions failure to maintain directional control during the landing roll and the flight instructors delayed remedial action.
",25-09-2020,2.0,0.0,1.0
80498,20170824X42626,Accident,DCA17LA183,2017-08-22,"McKellar, TN",United States,,,Non-Fatal,,N745SK,Bombardier,CL-600-2C10,No,2.0,Turbo Fan,,0.0,9.0,2.0,63.0,IMC,,An encounter with convective turbulence while maneuvering to avoid conflicting traffic.,08-06-2021,74.0,0.0,0.8513513513513513
80518,20170829X95905,Accident,ENG17WA034,2017-08-26,"Delhi, India",India,,,Non-Fatal,Substantial,ER-BAT,Boeing,747,No,4.0,Turbo Fan,,0.0,0.0,0.0,6.0,,,,25-09-2020,6.0,0.0,1.0
80525,20170905X02408,Incident,DCA17WA189,2017-08-27,"Lima, Peru",Peru,,,Non-Fatal,,N491TA,Airbus,A320-233,No,2.0,Turbo Fan,,0.0,0.0,0.0,134.0,,,,25-09-2020,134.0,0.0,1.0
80545,20170906X30002,Incident,DCA17WA190,2017-08-31,"Medellin, Colombia",Colombia,,,Non-Fatal,,HK4535,Embraer,EMB145,No,,,,0.0,0.0,0.0,51.0,,,,25-09-2020,51.0,0.0,1.0
80564,20170911X20445,Accident,GAA17CA524,2017-09-03,"Oshkosh, WI",United States,WS17,PIONEER,Non-Fatal,Substantial,N52813,Boeing,A75N1(PT17),No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,,"The pilots overapplication of the brakes, which resulted in the biplane coming to rest inverted.
",25-09-2020,2.0,0.0,0.5
80567,20170904X92641,Accident,WPR17LA197,2017-09-04,"Santa Paula, CA",United States,SZP,SANTA PAULA,Non-Fatal,Substantial,N75753,Boeing,A75N1(PT17),No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,A partial loss of engine power during initial climb for reasons that could not be determined based on the available information.  ,25-09-2020,2.0,0.0,0.0
80579,20171012X92606,Accident,DCA17WA218,2017-09-05,"Chochin, India",India,,,Non-Fatal,Substantial,VT-AYB,Boeing,737,No,,,,0.0,3.0,0.0,105.0,,,,25-09-2020,108.0,0.0,0.9722222222222222
80580,20170907X71900,Incident,ENG17IA036,2017-09-06,"Las Vegas, NV",United States,LAS,Mc Carran Intl,Non-Fatal,,N686DA,Boeing,757-232,No,2.0,Turbo Fan,,0.0,0.0,0.0,184.0,VMC,,"A No. 1 (left) engine undercowl fire caused by a fuel nozzle installation error during engine overhaul at Delta TechOps. A fuel nozzle b-nut was cross threaded, which allowed fuel to leak on hot engine case surfaces and subsequently ignite.",25-09-2020,184.0,0.0,1.0
80611,20170913X72254,Accident,DCA17CA195,2017-09-12,"Los Angeles, CA",United States,LAX,Los Angeles International Airp,Non-Fatal,Substantial,C-GHOZ,Boeing,767-375,No,2.0,,,0.0,0.0,0.0,140.0,VMC,,the B737 flight crew's misjudgment of the clearance between their wingtip and the B767 horizontal stabilizer.,25-09-2020,140.0,0.0,1.0
80616,20170914X93121,Accident,CEN17LA350,2017-09-13,"Greeley, CO",United States,GXY,GREELEY-WELD COUNTY,Non-Fatal,Substantial,N121CZ,Embraer,EMB-120ER,No,2.0,Turbo Prop,,0.0,0.0,0.0,3.0,VMC,,The bus driver's failure to maintain clearance from the standing airplane during dark night conditions. Contributing to the accident was the airport's lack of an escort for the bus.,25-09-2020,3.0,0.0,1.0
80617,20170920X64035,Accident,DCA17CA197,2017-09-13,"Charlotte, NC",United States,CLT,CHARLOTTE/DOUGLAS INTL,Non-Fatal,Substantial,N261PS,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,,0.0,0.0,0.0,34.0,VMC,,the tug operator's initiation of a right turn onto the perpendicular terminal road in proximity to the airplane.,25-09-2020,34.0,0.0,1.0
80618,20170920X65528,Accident,DCA17WA198,2017-09-13,"Adelaide, Australia",Australia,,,Non-Fatal,,UNK,Boeing,737,No,,,,0.0,0.0,1.0,0.0,,,,25-09-2020,1.0,0.0,0.0
80630,20170925X23622,Accident,DCA17WA209,2017-09-15,"Christ Church, Barbados",Barbados,,,Non-Fatal,Substantial,N137AA,Airbus,A321-231,No,2.0,Turbo Fan,,0.0,0.0,0.0,143.0,VMC,,,25-09-2020,143.0,0.0,1.0
80647,20170925X90335,Incident,DCA17WA204,2017-09-17,"Aqaba, Jordan",Jordan,,,Non-Fatal,Minor,JY-SOA,Boeing,737,No,,,,0.0,0.0,0.0,132.0,,,,25-09-2020,132.0,0.0,1.0
80649,20170921X31237,Incident,DCA17WA201,2017-09-19,"Mumbai, India",India,,,Non-Fatal,Minor,VT-SGZ,Boeing,737,No,,,,0.0,0.0,0.0,189.0,,,,25-09-2020,189.0,0.0,1.0
80666,20170925X84139,Incident,DCA17WA203,2017-09-22,"Hong Kong, Hong Kong",Hong Kong,VHHH,Hong Kong International,Non-Fatal,,B-LNS,Airbus,A330,No,,,,0.0,0.0,0.0,189.0,,,,25-09-2020,189.0,0.0,1.0
80673,20170925X95307,Incident,DCA17WA205,2017-09-23,"Osaka, Japan",Japan,,,Non-Fatal,Minor,PHBQC,Boeing,777,No,,,,0.0,0.0,0.0,321.0,,,,25-09-2020,321.0,0.0,1.0
80684,20171005X44145,Accident,DCA17CA217,2017-09-25,"Sioux City, IA",United States,,,Non-Fatal,,N500WR,Boeing,737-8H4,No,2.0,Turbo Fan,,0.0,0.0,1.0,172.0,Unk,,the flight attendant accidentally pouring hot water on his hand which resulted in a 2nd degree burn.,25-09-2020,173.0,0.0,0.9942196531791907
80697,20180410X54605,Incident,DCA17WA226,2017-09-27,"Dublin, Ireland",Ireland,,,Non-Fatal,Minor,EC-LVQ,Airbus,A320,No,,,,0.0,0.0,0.0,185.0,,,,25-09-2020,185.0,0.0,1.0
80698,20171003X20509,Incident,DCA17WA216,2017-09-28,"Luga, Malta",Malta,,,Non-Fatal,,G-FDZJ,Boeing,737,No,,,,0.0,0.0,0.0,142.0,,,,25-09-2020,142.0,0.0,1.0
80703,20170928X72326,Accident,GAA17CA564,2017-09-28,"Skagit, WA",United States,BVS,SKAGIT RGNL,Non-Fatal,Substantial,N43JM,Boeing,PT-13,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain clearance from airport lighting during the landing roll.
",25-09-2020,1.0,0.0,1.0
80711,20170930X94216,Accident,ENG17RA039,2017-09-30,"Goose Bay, Canada",Canada,,,Non-Fatal,Minor,F-HPJE,Airbus,A380,No,,,,0.0,0.0,0.0,521.0,,,,25-09-2020,521.0,0.0,1.0
80712,20171002X95003,Accident,DCA17CA214,2017-09-30,"Arlington, VA",United States,DCA,Reagan National,Non-Fatal,Substantial,N982VJ,Airbus,A321-231,No,2.0,Turbo Fan,,0.0,0.0,0.0,301.0,VMC,,"The failure N841NNs captain to maintain appropriate clearance from N982VJ, which was stopped on the taxiway.",25-09-2020,301.0,0.0,1.0
80720,20171003X23920,Accident,DCA18CA001,2017-10-02,"Chicago, IL",United States,KMDW,Chicago Midway International A,Non-Fatal,Substantial,N930WN,Boeing,737-7H4,No,2.0,Turbo Fan,,0.0,0.0,0.0,84.0,VMC,,"the mechanical failure of the tugs fuel governor, which made it difficult for the ramp agent to stop the tug.  Contributing to the accident was the lack of guidance on how ground personnel were to handle vehicle malfunctions.",25-09-2020,84.0,0.0,1.0
80767,20171015X05250,Accident,DCA18CA007,2017-10-15,"Honolulu, HI",United States,PHNL,Daniel K. Inouye International,Non-Fatal,,N342AX,Boeing,767-328,No,2.0,Turbo Fan,Positioning,0.0,0.0,1.0,11.0,Unk,,an inadvertent encounter of clear air turbulence.,25-09-2020,12.0,0.0,0.9166666666666666
80796,20171031X30930,Accident,DCA18WA017,2017-10-22,"Tokyo, Japan",Japan,,,Non-Fatal,,JA03GR,Boeing,737,No,,,,0.0,0.0,1.0,0.0,,,,25-09-2020,1.0,0.0,0.0
80810,20171031X55947,Accident,GAA18CA034,2017-10-26,"La Paloma, TX",United States,,,Non-Fatal,Substantial,N22TZ,Airbus,EC-130,No,1.0,Turbo Shaft,Air Drop,0.0,0.0,0.0,3.0,VMC,,"The separation of a weight from the gunners net, which struck the helicopters main rotor blade during flight.
",25-09-2020,3.0,0.0,1.0
80841,20171108X55532,Incident,ENG18IA003,2017-11-07,"Seattle, WA",United States,,,Non-Fatal,Minor,N375HA,Airbus,A330-243,No,2.0,,,0.0,0.0,0.0,2.0,,,,12-11-2020,2.0,0.0,1.0
80882,20171119X20241,Accident,GAA18CA050,2017-11-19,"Rosamond, CA",United States,L00,ROSAMOND SKYPARK,Non-Fatal,Substantial,N69656,Boeing,A75N1(PT17),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain directional control during the landing roll.
",25-09-2020,2.0,0.0,1.0
80884,20171127X21550,Incident,DCA18WA023,2017-11-19,"Guayaquil, Spain",Spain,,,Non-Fatal,Minor,YV2937,Boeing,737,No,,,,0.0,0.0,0.0,86.0,,,,25-09-2020,86.0,0.0,1.0
80885,20180109X22437,Accident,DCA18CA074,2017-11-19,"Los Angeles, CA",United States,LAX,Los Angeles International,Non-Fatal,,N740SW,Boeing,737-7H4,No,2.0,Turbo Fan,,0.0,0.0,0.0,5.0,VMC,,The provisioning agent's lack of situational awareness while stepping from the airplane to the provisioning van.  Contributing to the accident was the provisioning vans failed switch.,25-09-2020,5.0,0.0,1.0
80901,20171211X03456,Incident,DCA18WA038,2017-11-22,"Foz do Iguacu County, Brazil",Brazil,,,Non-Fatal,Minor,PR-GXQ,Boeing,737,No,,,,0.0,0.0,0.0,125.0,,,,25-09-2020,125.0,0.0,1.0
80925,20171201X14308,Incident,DCA18IA026,2017-11-29,"Atlanta, GA",United States,,,Non-Fatal,,N852DN,Boeing,737-932ER,No,2.0,Turbo Fan,,0.0,0.0,0.0,169.0,,,,25-09-2020,169.0,0.0,1.0
80926,20171201X35829,Accident,DCA18WA027,2017-11-29,"Bogota, Colombia",Colombia,,,Non-Fatal,,N14115,Boeing,757-224,No,2.0,Turbo Fan,,0.0,0.0,1.0,157.0,,,,25-09-2020,158.0,0.0,0.9936708860759493
80941,20171203X52324,Accident,GAA18CA079,2017-12-03,"Chino, CA",United States,CNO,CHINO,Non-Fatal,Substantial,N1431C,Boeing,A75N1(PT17),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain directional control during a touch-and-go landing.
",25-09-2020,2.0,0.0,1.0
80946,20171212X50255,Accident,DCA18CA043,2017-12-03,"Miami, FL",United States,MIA,Miami International,Non-Fatal,Minor,N9011P,Airbus,A319-115,No,2.0,Turbo Fan,,0.0,0.0,0.0,294.0,VMC,,"The failure of the flight crew of N9011P to maintain an appropriate clearance from N344PP, which was stopped on the taxiway.",25-09-2020,294.0,0.0,1.0
80960,20171220X52223,Accident,DCA18CA055,2017-12-06,"Fort Lauderdale, FL",United States,,,Non-Fatal,,N670NK,Airbus,A321-231,No,2.0,Turbo Fan,,0.0,1.0,1.0,100.0,IMC,,an inadvertent encounter with convective turbulence that resulted in a flight attendant injury.,25-09-2020,102.0,0.0,0.9803921568627451
80978,20171219X15432,Incident,DCA18WA054,2017-12-13,"Cusco, Peru",Peru,,,Non-Fatal,Minor,OB-212-P,Boeing,737,No,,,,0.0,0.0,0.0,73.0,,,,25-09-2020,73.0,0.0,1.0
81001,20171219X90251,Accident,DCA18CA049,2017-12-18,"Saint Louis, MO",United States,,,Non-Fatal,,N128SY,Embraer,ERJ170-200LR,No,,Turbo Fan,,0.0,0.0,1.0,56.0,IMC,,the abrupt pitch up maneuver which caused the flight attendant to lose her balance and injure her ankle.,25-09-2020,57.0,0.0,0.9824561403508771
81037,20180116X12236,Incident,DCA18IA081,2017-12-30,"Pullman, WA",United States,PUW,PULLMAN/MOSCOW RGNL,Non-Fatal,,N412QX,Bombardier,DHC-8-402,No,2.0,Turbo Prop,,0.0,0.0,0.0,46.0,IMC,,the flight crew's misidentification of the taxiway as the landing runway due to the failure of the runway lighting that caused only the taxiway lights to be illuminated.,25-09-2020,46.0,0.0,1.0
81083,20180205X20338,Incident,ENG18WA011,2018-01-18,"Alice Springs, Australia",Australia,asp,Alice Springs,Non-Fatal,,9M-MTM,Airbus,A330,No,2.0,Turbo Fan,,0.0,0.0,0.0,255.0,,,,25-09-2020,255.0,0.0,1.0
81107,20180205X00724,Incident,ENG18WA010,2018-01-25,"Lima, Peru",Peru,,,Non-Fatal,,OB-2140P,Boeing,737,No,2.0,Turbo Fan,,0.0,0.0,0.0,99.0,,,,25-09-2020,99.0,0.0,1.0
81118,20180128X74934,Incident,ERA18IA078,2018-01-28,"Memphis, TN",United States,PVT,Helipad,Non-Fatal,Minor,N894GT,Airbus,EC-130,No,1.0,Turbo Shaft,,0.0,0.0,0.0,4.0,VMC,,,25-09-2020,4.0,0.0,1.0
81125,20180207X92707,Incident,ENG18RA012,2018-01-29,"Mar Del Plata, Argentina",Argentina,SAZM,Astor Piazzola International,Non-Fatal,Minor,LV-CID,Embraer,ERJ190,No,,,,0.0,0.0,0.0,101.0,,,,25-09-2020,101.0,0.0,1.0
81133,20180416X82308,Incident,DCA18WA133,2018-02-01,"Sydney, Australia",Australia,,,Non-Fatal,,Unknown,Airbus,A330,Yes,,,,0.0,9.0,0.0,0.0,,,,25-09-2020,9.0,0.0,0.0
81178,20180213X95634,Incident,DCA18IA092,2018-02-13,"Honolulu, HI",United States,KHNL,Honolulu,Non-Fatal,Minor,N773UA,Boeing,777-222,No,2.0,Turbo Fan,,0.0,0.0,0.0,378.0,VMC,,"the fracture of a fan blade due to P&W's continued classification of the TAI inspection process as a new and emerging technology that permitted them to continue accomplishing the inspection without having to develop a formal, defined initial and recurrent training program or an inspector certification program.  The lack of training resulted in the inspector making an incorrect evaluation of an indication that resulted in a blade with a crack being returned to service where it eventually fractured.  

Contributing to the fracture of the fan blade was the lack of feedback from the process engineers on the fan blades the inspectors sent to the process engineers for evaluation of indications that they had found.",25-09-2020,378.0,0.0,1.0
81179,20180213X95840,Incident,DCA18RA093,2018-02-13,"Lagos, Nigeria",Nigeria,,Lagos,Non-Fatal,Minor,N858NW,Airbus,A330,No,2.0,Turbo Fan,,0.0,9.0,0.0,135.0,,,,25-09-2020,144.0,0.0,0.9375
81195,20180416X93719,Incident,DCA18WA136,2018-02-18,"Ballina/Byron Gateway Aerodome, Australia",Australia,,,Non-Fatal,,unknown,Boeing,737,No,,,,0.0,0.0,0.0,174.0,,,,25-09-2020,174.0,0.0,1.0
81214,20180228X30813,Accident,DCA18CA102,2018-02-24,"Minneapolis, MN",United States,MSP,Minneapolis-St Paul Intl/Wold-,Non-Fatal,,N817NW,Airbus,A330-323,No,2.0,Turbo Fan,,0.0,2.0,1.0,295.0,VMC,,an inadvertent encounter with clear air turbulence.,18-11-2020,298.0,0.0,0.9899328859060402
81327,20180403X83025,Incident,ENG18WA021,2018-03-29,"Chek Lap Kok, Hong Kong",Hong Kong,,,Non-Fatal,,JA18KZ,Boeing,747,No,4.0,Turbo Fan,,0.0,0.0,0.0,5.0,,,,25-09-2020,5.0,0.0,1.0
81329,20180411X35548,Incident,DCA18WA124,2018-03-29,"Mexico City, Mexico",Mexico,,,Non-Fatal,,HP1910DAE,Boeing,757,No,,,,0.0,0.0,0.0,2.0,,,,25-09-2020,2.0,0.0,1.0
